"ibgeCode",">2ppb","=2ppb","1ppb<x<2ppb","=1ppb","0.1ppb<x<1ppb","=0.1ppb","0ppb<x<0.1ppb","=0ppb","all Detections","all Measurements","population","stateLettersCode","municipalityName"
291500,0,0,0,1,0,0,0,0,1,1,16586,"BA","Itaeté"
291510,0,0,0,3,0,0,0,0,3,3,13199,"BA","Itagi"
291520,0,0,0,4,0,0,0,0,4,4,15577,"BA","Itagibá"
291530,0,0,0,1,0,0,0,0,1,1,7291,"BA","Itagimirim"
291535,0,0,0,2,0,0,0,0,2,2,14718,"BA","Itaguaçu da Bahia"
291540,0,0,0,3,0,0,0,0,3,3,7218,"BA","Itaju do Colônia"
291560,0,0,0,5,0,0,0,0,5,5,67356,"BA","Itamaraju"
291570,0,0,0,3,0,0,0,0,3,3,8476,"BA","Itamari"
291580,0,0,0,3,0,0,0,0,3,3,24901,"BA","Itambé"
291590,0,0,0,4,0,0,0,0,4,4,6730,"BA","Itanagra"
291600,0,0,0,3,0,0,0,0,3,3,20501,"BA","Itanhém"
291610,0,0,0,1,0,0,0,0,1,1,22866,"BA","Itaparica"
291620,0,0,0,2,0,0,0,0,2,2,9830,"BA","Itapé"
291630,0,0,0,2,0,0,0,0,2,2,10830,"BA","Itapebi"
291640,0,0,0,0,0,0,3,0,3,3,77533,"BA","Itapetinga"
291650,0,0,0,4,0,0,0,0,4,4,36211,"BA","Itapicuru"
291660,0,0,0,3,0,0,0,0,3,3,10799,"BA","Itapitanga"
291680,0,0,0,3,0,0,0,0,3,3,20314,"BA","Itarantim"
291700,0,0,0,1,0,0,0,0,1,1,37567,"BA","Itiúba"
291720,0,0,0,3,0,0,0,0,3,3,19577,"BA","Ituaçu"
291730,0,0,0,1,0,0,0,0,1,1,29428,"BA","Ituberá"
291740,0,0,0,1,0,0,0,0,1,1,15459,"BA","Jacaraci"
291750,0,0,0,4,0,0,0,0,4,4,83635,"BA","Jacobina"
291760,0,0,0,3,0,0,0,0,3,3,56033,"BA","Jaguaquara"
291770,0,0,0,3,0,0,0,0,3,3,34499,"BA","Jaguarari"
291780,0,0,0,4,0,0,0,0,4,4,19036,"BA","Jaguaripe"
291790,0,0,0,6,0,0,0,0,6,6,11120,"BA","Jandaíra"
291810,0,0,0,2,0,0,0,0,2,2,41605,"BA","Jeremoabo"
291820,0,0,0,4,0,0,0,0,4,4,15106,"BA","Jiquiriçá"
291830,0,0,0,4,0,0,0,0,4,4,12692,"BA","Jitaúna"
291845,0,0,0,3,0,0,0,0,3,3,9924,"BA","Jucuruçu"
291860,0,0,0,6,0,0,0,0,6,6,7066,"BA","Jussiape"
291870,0,0,0,4,0,0,0,0,4,4,3975,"BA","Lafaiete Coutinho"
291875,0,0,0,1,0,0,0,0,1,1,16029,"BA","Lagoa Real"
291880,0,0,0,2,0,0,0,0,2,2,24306,"BA","Laje"
291890,0,0,0,6,0,0,0,0,6,6,4068,"BA","Lajedão"
291900,0,0,0,2,0,0,0,0,2,2,4017,"BA","Lajedinho"
291905,0,0,0,2,0,0,0,0,2,2,8886,"BA","Lajedo do Tabocal"
291910,0,0,0,3,0,0,0,0,3,3,9007,"BA","Lamarão"
291930,0,0,0,5,0,0,0,0,5,5,11636,"BA","Lençóis"
291940,0,0,0,1,0,0,0,0,1,1,12969,"BA","Licínio de Almeida"
291950,0,0,0,4,0,0,0,0,4,5,46739,"BA","Livramento de Nossa Senhora"
291955,0,0,0,1,0,0,0,0,1,1,83557,"BA","Luís Eduardo Magalhães"
291970,0,0,0,0,0,1,0,0,1,1,19110,"BA","Macarani"
291980,0,0,0,1,0,0,0,0,1,1,50987,"BA","Macaúbas"
291995,0,0,0,3,0,0,0,0,3,3,4456,"BA","Maetinga"
292000,0,0,0,3,0,0,0,0,3,3,10274,"BA","Maiquinique"
292010,0,0,0,1,0,0,0,0,1,1,19695,"BA","Mairi"
292020,0,0,0,4,0,0,0,0,4,4,17526,"BA","Malhada"
292030,0,0,0,3,0,0,0,0,3,3,8856,"BA","Malhada de Pedras"
292040,0,0,0,3,0,0,0,0,3,3,14251,"BA","Manoel Vitorino"
292045,0,0,0,4,0,0,0,0,4,4,13959,"BA","Mansidão"
292050,0,0,0,8,0,0,0,0,8,8,23018,"BA","Maracás"
292060,0,0,0,6,0,0,0,0,6,6,46260,"BA","Maragogipe"
292070,0,0,0,1,0,0,0,0,1,1,21313,"BA","Maraú"
292080,0,0,0,6,0,0,0,0,6,6,10931,"BA","Marcionílio Souza"
292090,0,0,0,10,0,0,0,0,10,10,14728,"BA","Mascote"
292100,0,0,0,13,0,0,0,0,13,17,46998,"BA","Mata de São João"
292110,0,0,0,4,0,0,0,0,4,4,23586,"BA","Medeiros Neto"
292140,0,0,0,3,0,0,0,0,3,3,18729,"BA","Mirangaba"
292145,0,0,0,2,0,0,0,0,2,2,9578,"BA","Mirante"
292160,0,0,0,4,0,0,0,0,4,4,8950,"BA","Morpará"
292170,0,0,0,5,0,0,0,0,5,5,36856,"BA","Morro do Chapéu"
292190,0,0,0,0,0,0,2,0,2,2,9957,"BA","Mucugê"
292200,0,0,0,9,0,0,0,0,9,9,42072,"BA","Mucuri"
292205,0,0,0,2,0,0,0,0,2,2,11988,"BA","Mulungu do Morro"
292220,0,0,0,2,0,0,0,0,2,2,7678,"BA","Muniz Ferreira"
292225,0,0,0,4,0,0,0,0,4,4,11644,"BA","Muquém de São Francisco"
292230,0,0,0,4,0,0,0,0,4,4,30631,"BA","Muritiba"
292250,0,0,0,1,0,0,0,0,1,1,29546,"BA","Nazaré"
292260,0,0,0,1,0,0,0,0,1,1,14368,"BA","Nilo Peçanha"
292270,0,0,0,6,0,0,0,0,6,6,17141,"BA","Nova Canaã"
292273,0,0,0,0,0,0,0,0,0,2,8119,"BA","Nova Fátima"
292275,0,0,0,3,0,0,0,0,3,3,6986,"BA","Nova Ibiá"
292285,0,0,0,2,0,0,0,0,2,2,9500,"BA","Nova Redenção"
292290,0,0,0,2,0,0,0,0,2,2,25460,"BA","Nova Soure"
292300,0,0,0,12,0,0,0,0,12,12,44052,"BA","Nova Viçosa"
292305,0,0,0,3,0,0,0,0,3,3,16037,"BA","Novo Triunfo"
292310,0,0,0,3,0,0,0,0,3,3,29227,"BA","Olindina"
292330,0,0,0,2,0,0,0,0,2,2,8916,"BA","Ouriçangas"
292335,0,0,0,2,0,0,0,0,2,2,18025,"BA","Ourolândia"
292350,0,0,0,3,0,0,0,0,3,3,9250,"BA","Palmeiras"
292360,0,0,0,2,0,0,0,0,2,2,22286,"BA","Paramirim"
292390,0,0,0,4,0,0,0,0,4,4,10673,"BA","Pau Brasil"
292400,0,0,0,2,0,0,0,0,2,2,120706,"BA","Paulo Afonso"
292405,0,0,0,3,0,0,0,0,3,3,14226,"BA","Pé de Serra"
292410,0,0,0,2,0,0,0,0,2,2,7527,"BA","Pedrão"
292420,0,0,0,2,0,0,0,0,2,2,18209,"BA","Pedro Alexandre"
292467,0,0,0,1,0,0,0,0,1,1,10411,"BA","Piraí do Norte"
292470,0,0,0,2,0,0,0,0,2,2,11849,"BA","Piripá"
292480,0,0,0,2,0,0,0,0,2,2,25211,"BA","Piritiba"
292490,0,0,0,2,0,0,0,0,2,2,9582,"BA","Planaltino"
292500,0,0,0,3,0,0,0,0,3,3,26915,"BA","Planalto"
292510,0,0,0,2,0,0,0,0,2,2,48861,"BA","Poções"
