"ibgeCode",">2ppb","=2ppb","1ppb<x<2ppb","=1ppb","0.1ppb<x<1ppb","=0.1ppb","0ppb<x<0.1ppb","=0ppb","all Detections","all Measurements","population","stateLettersCode","municipalityName"
240220,0,0,0,0,0,0,0,0,0,37,34267,"RN","Canguaretama"
240300,0,0,0,0,0,0,0,0,0,26,8147,"RN","Cruzeta"
240310,0,0,0,0,0,0,0,0,0,49,45228,"RN","Currais Novos"
240325,0,0,0,0,0,0,0,0,0,116,254709,"RN","Parnamirim"
240360,0,0,0,0,0,0,0,0,0,279,28331,"RN","Extremoz"
240380,0,0,0,0,0,0,0,0,0,12,9262,"RN","Florânia"
240420,0,0,0,0,0,0,0,0,0,1,26068,"RN","Goianinha"
240550,0,0,0,0,0,0,0,0,0,47,2663,"RN","Jardim de Angicos"
240570,0,0,0,0,0,0,0,0,0,39,12579,"RN","Jardim do Seridó"
240580,0,0,0,0,0,0,0,0,0,4,35087,"RN","João Câmara"
240615,0,0,0,0,0,0,0,0,0,31,3910,"RN","Jundiá"
240650,0,0,0,0,0,0,0,0,0,10,15590,"RN","Lagoa Nova"
240680,0,0,0,0,0,0,0,0,0,110,4822,"RN","Lajes Pintadas"
240710,0,0,0,0,0,0,0,0,0,275,80031,"RN","Macaíba"
240750,0,0,0,0,0,0,0,0,0,34,12223,"RN","Maxaranguape"
240770,0,0,0,0,0,0,0,0,0,36,11503,"RN","Montanhas"
240800,0,0,0,0,0,0,0,0,0,1,295619,"RN","Mossoró"
240810,0,0,0,0,0,0,0,0,0,1,885180,"RN","Natal"
